FrameNumber,ActorName,ActorClass,MinX,MinY,MaxX,MaxY,Width,Height,WorldX,WorldY,WorldZ,CamX,CamY,CamZ,CamPitch,CamYaw,CamRoll,WorldSizeX,WorldSizeY,WorldSizeZ
324,BP_To_sink5_2_SM_To_sink,StaticMesh_SM_To_sink,1283,490,1392,1057,109,567,875.286,1549.423,420.327,615.527,1622.698,492.007,-14.913,-67.292,0.000,100.865,57.257,100.672
324,SM_To_towel_table_A6_141_SM_To_towel_table_A,StaticMesh_SM_To_towel_table_A,982,661,1231,775,249,114,721.539,1541.012,444.493,615.527,1622.698,492.007,-14.913,-67.292,0.000,31.393,19.562,7.334
324,SM_To_toiletpaper4_180_SM_To_toiletpaper,StaticMesh_SM_To_toiletpaper,58,769,271,968,213,199,591.858,1533.455,444.749,615.527,1622.698,492.007,-14.913,-67.292,0.000,15.311,10.369,14.408
324,BP_To_toilet4_2_SM_To_toilet,StaticMesh_SM_To_toilet,535,717,1109,1228,574,511,652.641,1552.318,407.025,615.527,1622.698,492.007,-14.913,-67.292,0.000,39.409,61.626,74.231
324,BP_To_toilet4_2_SM_To_toilet_seat,StaticMesh_SM_To_toilet_seat,585,957,1040,1228,455,271,652.689,1559.913,410.785,615.527,1622.698,492.007,-14.913,-67.292,0.000,36.064,43.342,1.551
324,BP_To_toilet4_2_SM_To_toilet_lid,StaticMesh_SM_To_toilet_lid,586,947,1037,1228,451,281,652.589,1559.907,412.575,615.527,1622.698,492.007,-14.913,-67.292,0.000,35.536,42.570,2.252
325,BP_To_sink5_2_SM_To_sink,StaticMesh_SM_To_sink,1273,448,1392,1007,119,559,875.286,1549.423,420.327,616.815,1623.233,492.005,-18.010,-67.585,-0.000,100.865,57.257,100.672
325,SM_To_towel_table_A6_141_SM_To_towel_table_A,StaticMesh_SM_To_towel_table_A,976,621,1226,734,250,113,721.539,1541.012,444.493,616.815,1623.233,492.005,-18.010,-67.585,-0.000,31.393,19.562,7.334
325,SM_To_toiletpaper4_180_SM_To_toiletpaper,StaticMesh_SM_To_toiletpaper,59,725,271,917,212,192,591.858,1533.455,444.749,616.815,1623.233,492.005,-18.010,-67.585,-0.000,15.311,10.369,14.408
325,BP_To_toilet4_2_SM_To_toilet,StaticMesh_SM_To_toilet,530,675,1089,1228,559,553,652.641,1552.318,407.025,616.815,1623.233,492.005,-18.010,-67.585,-0.000,39.409,61.626,74.231
325,BP_To_toilet4_2_SM_To_toilet_seat,StaticMesh_SM_To_toilet_seat,581,908,1016,1228,435,320,652.689,1559.913,410.785,616.815,1623.233,492.005,-18.010,-67.585,-0.000,36.064,43.342,1.551
325,BP_To_toilet4_2_SM_To_toilet_lid,StaticMesh_SM_To_toilet_lid,582,899,1014,1228,432,329,652.589,1559.907,412.575,616.815,1623.233,492.005,-18.010,-67.585,-0.000,35.536,42.570,2.252
326,BP_To_sink5_2_SM_To_sink,StaticMesh_SM_To_sink,1265,405,1392,961,127,556,875.286,1549.423,420.327,618.079,1623.751,492.004,-21.035,-67.882,0.000,100.865,57.257,100.672
326,SM_To_towel_table_A6_141_SM_To_towel_table_A,StaticMesh_SM_To_towel_table_A,971,581,1222,693,251,112,721.539,1541.012,444.493,618.079,1623.751,492.004,-21.035,-67.882,0.000,31.393,19.562,7.334
326,SM_To_toiletpaper4_180_SM_To_toiletpaper,StaticMesh_SM_To_toiletpaper,58,683,271,869,213,186,591.858,1533.455,444.749,618.079,1623.751,492.004,-21.035,-67.882,0.000,15.311,10.369,14.408
326,BP_To_toilet4_2_SM_To_toilet,StaticMesh_SM_To_toilet,525,635,1071,1228,546,593,652.641,1552.318,407.025,618.079,1623.751,492.004,-21.035,-67.882,0.000,39.409,61.626,74.231
326,BP_To_toilet4_2_SM_To_toilet_seat,StaticMesh_SM_To_toilet_seat,577,863,996,1228,419,365,652.689,1559.913,410.785,618.079,1623.751,492.004,-21.035,-67.882,0.000,36.064,43.342,1.551
326,BP_To_toilet4_2_SM_To_toilet_lid,StaticMesh_SM_To_toilet_lid,578,854,994,1228,416,374,652.589,1559.907,412.575,618.079,1623.751,492.004,-21.035,-67.882,0.000,35.536,42.570,2.252
327,BP_To_sink5_2_SM_To_sink,StaticMesh_SM_To_sink,1259,366,1392,921,133,555,875.286,1549.423,420.327,619.241,1624.219,492.003,-23.741,-68.165,0.000,100.865,57.257,100.672
327,SM_To_towel_table_A6_141_SM_To_towel_table_A,StaticMesh_SM_To_towel_table_A,967,545,1219,658,252,113,721.539,1541.012,444.493,619.241,1624.219,492.003,-23.741,-68.165,0.000,31.393,19.562,7.334
327,SM_To_toiletpaper4_180_SM_To_toiletpaper,StaticMesh_SM_To_toiletpaper,56,646,269,828,213,182,591.858,1533.455,444.749,619.241,1624.219,492.003,-23.741,-68.165,0.000,15.311,10.369,14.408
327,BP_To_toilet4_2_SM_To_toilet,StaticMesh_SM_To_toilet,521,598,1056,1228,535,630,652.641,1552.318,407.025,619.241,1624.219,492.003,-23.741,-68.165,0.000,39.409,61.626,74.231
327,BP_To_toilet4_2_SM_To_toilet_seat,StaticMesh_SM_To_toilet_seat,574,824,980,1197,406,373,652.689,1559.913,410.785,619.241,1624.219,492.003,-23.741,-68.165,0.000,36.064,43.342,1.551
327,BP_To_toilet4_2_SM_To_toilet_lid,StaticMesh_SM_To_toilet_lid,575,815,977,1184,402,369,652.589,1559.907,412.575,619.241,1624.219,492.003,-23.741,-68.165,0.000,35.536,42.570,2.252
328,BP_To_sink5_2_SM_To_sink,StaticMesh_SM_To_sink,1255,322,1392,880,137,558,875.286,1549.423,420.327,620.585,1624.753,492.002,-26.714,-68.505,-0.000,100.865,57.257,100.672
328,SM_To_towel_table_A6_141_SM_To_towel_table_A,StaticMesh_SM_To_towel_table_A,964,506,1218,619,254,113,721.539,1541.012,444.493,620.585,1624.753,492.002,-26.714,-68.505,-0.000,31.393,19.562,7.334
328,SM_To_toiletpaper4_180_SM_To_toiletpaper,StaticMesh_SM_To_toiletpaper,52,605,266,783,214,178,591.858,1533.455,444.749,620.585,1624.753,492.002,-26.714,-68.505,-0.000,15.311,10.369,14.408
328,BP_To_toilet4_2_SM_To_toilet,StaticMesh_SM_To_toilet,515,559,1041,1228,526,669,652.641,1552.318,407.025,620.585,1624.753,492.002,-26.714,-68.505,-0.000,39.409,61.626,74.231
328,BP_To_toilet4_2_SM_To_toilet_seat,StaticMesh_SM_To_toilet_seat,570,782,963,1137,393,355,652.689,1559.913,410.785,620.585,1624.753,492.002,-26.714,-68.505,-0.000,36.064,43.342,1.551
328,BP_To_toilet4_2_SM_To_toilet_lid,StaticMesh_SM_To_toilet_lid,570,774,961,1124,391,350,652.589,1559.907,412.575,620.585,1624.753,492.002,-26.714,-68.505,-0.000,35.536,42.570,2.252
328,SM_Carpet_toilet6_171_SM_Carpet_toilet,StaticMesh_SM_Carpet_toilet,485,1166,1392,1228,907,62,649.761,1613.815,370.295,620.585,1624.753,492.002,-26.714,-68.505,-0.000,76.871,60.471,0.590
329,BP_To_sink5_2_SM_To_sink,StaticMesh_SM_To_sink,1252,285,1392,847,140,562,875.286,1549.423,420.327,621.783,1625.221,492.002,-29.146,-68.818,-0.000,100.865,57.257,100.672
329,SM_To_towel_table_A6_141_SM_To_towel_table_A,StaticMesh_SM_To_towel_table_A,961,473,1218,587,257,114,721.539,1541.012,444.493,621.783,1625.221,492.002,-29.146,-68.818,-0.000,31.393,19.562,7.334
329,SM_To_toiletpaper4_180_SM_To_toiletpaper,StaticMesh_SM_To_toiletpaper,47,571,262,747,215,176,591.858,1533.455,444.749,621.783,1625.221,492.002,-29.146,-68.818,-0.000,15.311,10.369,14.408
329,BP_To_toilet4_2_SM_To_toilet,StaticMesh_SM_To_toilet,510,526,1028,1228,518,702,652.641,1552.318,407.025,621.783,1625.221,492.002,-29.146,-68.818,-0.000,39.409,61.626,74.231
329,BP_To_toilet4_2_SM_To_toilet_seat,StaticMesh_SM_To_toilet_seat,566,749,949,1090,383,341,652.689,1559.913,410.785,621.783,1625.221,492.002,-29.146,-68.818,-0.000,36.064,43.342,1.551
329,BP_To_toilet4_2_SM_To_toilet_lid,StaticMesh_SM_To_toilet_lid,566,741,948,1078,382,337,652.589,1559.907,412.575,621.783,1625.221,492.002,-29.146,-68.818,-0.000,35.536,42.570,2.252
329,SM_Carpet_toilet6_171_SM_Carpet_toilet,StaticMesh_SM_Carpet_toilet,485,1120,1392,1228,907,108,649.761,1613.815,370.295,621.783,1625.221,492.002,-29.146,-68.818,-0.000,76.871,60.471,0.590
330,BP_To_sink5_2_SM_To_sink,StaticMesh_SM_To_sink,1251,250,1392,819,141,569,875.286,1549.423,420.327,623.023,1625.698,492.001,-31.389,-69.153,0.000,100.865,57.257,100.672
330,SM_To_towel_table_A6_141_SM_To_towel_table_A,StaticMesh_SM_To_towel_table_A,959,443,1218,558,259,115,721.539,1541.012,444.493,623.023,1625.698,492.001,-31.389,-69.153,0.000,31.393,19.562,7.334
330,SM_To_toiletpaper4_180_SM_To_toiletpaper,StaticMesh_SM_To_toiletpaper,41,540,258,715,217,175,591.858,1533.455,444.749,623.023,1625.698,492.001,-31.389,-69.153,0.000,15.311,10.369,14.408
330,BP_To_toilet4_2_SM_To_toilet,StaticMesh_SM_To_toilet,504,496,1016,1228,512,732,652.641,1552.318,407.025,623.023,1625.698,492.001,-31.389,-69.153,0.000,39.409,61.626,74.231
330,BP_To_toilet4_2_SM_To_toilet_seat,StaticMesh_SM_To_toilet_seat,562,719,937,1050,375,331,652.689,1559.913,410.785,623.023,1625.698,492.001,-31.389,-69.153,0.000,36.064,43.342,1.551
330,BP_To_toilet4_2_SM_To_toilet_lid,StaticMesh_SM_To_toilet_lid,562,710,936,1038,374,328,652.589,1559.907,412.575,623.023,1625.698,492.001,-31.389,-69.153,0.000,35.536,42.570,2.252
330,SM_Carpet_toilet6_171_SM_Carpet_toilet,StaticMesh_SM_Carpet_toilet,483,1080,1392,1228,909,148,649.761,1613.815,370.295,623.023,1625.698,492.001,-31.389,-69.153,0.000,76.871,60.471,0.590
331,BP_To_sink5_2_SM_To_sink,StaticMesh_SM_To_sink,1251,218,1392,795,141,577,875.286,1549.423,420.327,624.307,1626.182,492.001,-33.348,-69.513,0.000,100.865,57.257,100.672
331,SM_To_towel_table_A6_141_SM_To_towel_table_A,StaticMesh_SM_To_towel_table_A,957,416,1219,533,262,117,721.539,1541.012,444.493,624.307,1626.182,492.001,-33.348,-69.513,0.000,31.393,19.562,7.334
331,SM_To_toiletpaper4_180_SM_To_toiletpaper,StaticMesh_SM_To_toiletpaper,34,512,253,686,219,174,591.858,1533.455,444.749,624.307,1626.182,492.001,-33.348,-69.513,0.000,15.311,10.369,14.408
331,BP_To_toilet4_2_SM_To_toilet,StaticMesh_SM_To_toilet,499,469,1005,1193,506,724,652.641,1552.318,407.025,624.307,1626.182,492.001,-33.348,-69.513,0.000,39.409,61.626,74.231
331,BP_To_toilet4_2_SM_To_toilet_seat,StaticMesh_SM_To_toilet_seat,557,692,926,1015,369,323,652.689,1559.913,410.785,624.307,1626.182,492.001,-33.348,-69.513,0.000,36.064,43.342,1.551
331,BP_To_toilet4_2_SM_To_toilet_lid,StaticMesh_SM_To_toilet_lid,557,684,924,1004,367,320,652.589,1559.907,412.575,624.307,1626.182,492.001,-33.348,-69.513,0.000,35.536,42.570,2.252
331,SM_Carpet_toilet6_171_SM_Carpet_toilet,StaticMesh_SM_Carpet_toilet,481,1047,1392,1228,911,181,649.761,1613.815,370.295,624.307,1626.182,492.001,-33.348,-69.513,0.000,76.871,60.471,0.590
332,BP_To_sink5_2_SM_To_sink,StaticMesh_SM_To_sink,1251,192,1392,777,141,585,875.286,1549.423,420.327,625.593,1626.658,492.001,-34.886,-69.885,0.000,100.865,57.257,100.672
332,SM_To_towel_table_A6_141_SM_To_towel_table_A,StaticMesh_SM_To_towel_table_A,955,395,1220,513,265,118,721.539,1541.012,444.493,625.593,1626.658,492.001,-34.886,-69.885,0.000,31.393,19.562,7.334
332,SM_To_toiletpaper4_180_SM_To_toiletpaper,StaticMesh_SM_To_toiletpaper,27,490,248,663,221,173,591.858,1533.455,444.749,625.593,1626.658,492.001,-34.886,-69.885,0.000,15.311,10.369,14.408
332,BP_To_toilet4_2_SM_To_toilet,StaticMesh_SM_To_toilet,493,448,995,1161,502,713,652.641,1552.318,407.025,625.593,1626.658,492.001,-34.886,-69.885,0.000,39.409,61.626,74.231
332,BP_To_toilet4_2_SM_To_toilet_seat,StaticMesh_SM_To_toilet_seat,552,672,916,989,364,317,652.689,1559.913,410.785,625.593,1626.658,492.001,-34.886,-69.885,0.000,36.064,43.342,1.551
332,BP_To_toilet4_2_SM_To_toilet_lid,StaticMesh_SM_To_toilet_lid,553,664,914,978,361,314,652.589,1559.907,412.575,625.593,1626.658,492.001,-34.886,-69.885,0.000,35.536,42.570,2.252
332,SM_Carpet_toilet6_171_SM_Carpet_toilet,StaticMesh_SM_Carpet_toilet,477,1022,1368,1228,891,206,649.761,1613.815,370.295,625.593,1626.658,492.001,-34.886,-69.885,0.000,76.871,60.471,0.590
333,BP_To_sink5_2_SM_To_sink,StaticMesh_SM_To_sink,1253,175,1392,767,139,592,875.286,1549.423,420.327,626.806,1627.098,492.001,-35.883,-70.249,0.000,100.865,57.257,100.672
333,SM_To_towel_table_A6_141_SM_To_towel_table_A,StaticMesh_SM_To_towel_table_A,953,381,1220,501,267,120,721.539,1541.012,444.493,626.806,1627.098,492.001,-35.883,-70.249,0.000,31.393,19.562,7.334
333,SM_To_toiletpaper4_180_SM_To_toiletpaper,StaticMesh_SM_To_toiletpaper,21,474,243,647,222,173,591.858,1533.455,444.749,626.806,1627.098,492.001,-35.883,-70.249,0.000,15.311,10.369,14.408
333,BP_To_toilet4_2_SM_To_toilet,StaticMesh_SM_To_toilet,488,434,985,1140,497,706,652.641,1552.318,407.025,626.806,1627.098,492.001,-35.883,-70.249,0.000,39.409,61.626,74.231
333,BP_To_toilet4_2_SM_To_toilet_seat,StaticMesh_SM_To_toilet_seat,548,659,907,972,359,313,652.689,1559.913,410.785,626.806,1627.098,492.001,-35.883,-70.249,0.000,36.064,43.342,1.551
333,BP_To_toilet4_2_SM_To_toilet_lid,StaticMesh_SM_To_toilet_lid,548,651,906,962,358,311,652.589,1559.907,412.575,626.806,1627.098,492.001,-35.883,-70.249,0.000,35.536,42.570,2.252
333,SM_Carpet_toilet6_171_SM_Carpet_toilet,StaticMesh_SM_Carpet_toilet,472,1007,1343,1228,871,221,649.761,1613.815,370.295,626.806,1627.098,492.001,-35.883,-70.249,0.000,76.871,60.471,0.590
334,BP_To_sink5_2_SM_To_sink,StaticMesh_SM_To_sink,1254,165,1392,763,138,598,875.286,1549.423,420.327,628.200,1627.592,492.000,-36.508,-70.681,0.000,100.865,57.257,100.672
334,SM_To_towel_table_A6_141_SM_To_towel_table_A,StaticMesh_SM_To_towel_table_A,951,373,1219,493,268,120,721.539,1541.012,444.493,628.200,1627.592,492.000,-36.508,-70.681,0.000,31.393,19.562,7.334
334,SM_To_toiletpaper4_180_SM_To_toiletpaper,StaticMesh_SM_To_toiletpaper,14,464,238,636,224,172,591.858,1533.455,444.749,628.200,1627.592,492.000,-36.508,-70.681,0.000,15.311,10.369,14.408
334,BP_To_toilet4_2_SM_To_toilet,StaticMesh_SM_To_toilet,483,425,975,1127,492,702,652.641,1552.318,407.025,628.200,1627.592,492.000,-36.508,-70.681,0.000,39.409,61.626,74.231
334,BP_To_toilet4_2_SM_To_toilet_seat,StaticMesh_SM_To_toilet_seat,543,651,899,962,356,311,652.689,1559.913,410.785,628.200,1627.592,492.000,-36.508,-70.681,0.000,36.064,43.342,1.551
334,BP_To_toilet4_2_SM_To_toilet_lid,StaticMesh_SM_To_toilet_lid,543,643,897,951,354,308,652.589,1559.907,412.575,628.200,1627.592,492.000,-36.508,-70.681,0.000,35.536,42.570,2.252
334,SM_Carpet_toilet6_171_SM_Carpet_toilet,StaticMesh_SM_Carpet_toilet,465,998,1323,1228,858,230,649.761,1613.815,370.295,628.200,1627.592,492.000,-36.508,-70.681,0.000,76.871,60.471,0.590
335,BP_To_sink5_2_SM_To_sink,StaticMesh_SM_To_sink,1256,165,1392,766,136,601,875.286,1549.423,420.327,629.447,1628.025,492.000,-36.582,-71.081,0.000,100.865,57.257,100.672
335,SM_To_towel_table_A6_141_SM_To_towel_table_A,StaticMesh_SM_To_towel_table_A,948,373,1217,493,269,120,721.539,1541.012,444.493,629.447,1628.025,492.000,-36.582,-71.081,0.000,31.393,19.562,7.334
335,SM_To_toiletpaper4_180_SM_To_toiletpaper,StaticMesh_SM_To_toiletpaper,10,462,234,632,224,170,591.858,1533.455,444.749,629.447,1628.025,492.000,-36.582,-71.081,0.000,15.311,10.369,14.408
335,BP_To_toilet4_2_SM_To_toilet,StaticMesh_SM_To_toilet,479,424,966,1125,487,701,652.641,1552.318,407.025,629.447,1628.025,492.000,-36.582,-71.081,0.000,39.409,61.626,74.231
335,BP_To_toilet4_2_SM_To_toilet_seat,StaticMesh_SM_To_toilet_seat,539,650,891,960,352,310,652.689,1559.913,410.785,629.447,1628.025,492.000,-36.582,-71.081,0.000,36.064,43.342,1.551
335,BP_To_toilet4_2_SM_To_toilet_lid,StaticMesh_SM_To_toilet_lid,538,642,890,949,352,307,652.589,1559.907,412.575,629.447,1628.025,492.000,-36.582,-71.081,0.000,35.536,42.570,2.252
335,SM_Carpet_toilet6_171_SM_Carpet_toilet,StaticMesh_SM_Carpet_toilet,458,999,1312,1228,854,229,649.761,1613.815,370.295,629.447,1628.025,492.000,-36.582,-71.081,0.000,76.871,60.471,0.590
336,BP_To_sink5_2_SM_To_sink,StaticMesh_SM_To_sink,1258,173,1392,776,134,603,875.286,1549.423,420.327,630.723,1628.457,492.000,-36.182,-71.505,0.000,100.865,57.257,100.672
336,SM_To_towel_table_A6_141_SM_To_towel_table_A,StaticMesh_SM_To_towel_table_A,945,380,1215,500,270,120,721.539,1541.012,444.493,630.723,1628.457,492.000,-36.182,-71.505,0.000,31.393,19.562,7.334
336,SM_To_toiletpaper4_180_SM_To_toiletpaper,StaticMesh_SM_To_toiletpaper,6,466,230,634,224,168,591.858,1533.455,444.749,630.723,1628.457,492.000,-36.182,-71.505,0.000,15.311,10.369,14.408
336,BP_To_toilet4_2_SM_To_toilet,StaticMesh_SM_To_toilet,476,430,957,1132,481,702,652.641,1552.318,407.025,630.723,1628.457,492.000,-36.182,-71.505,0.000,39.409,61.626,74.231
336,BP_To_toilet4_2_SM_To_toilet_seat,StaticMesh_SM_To_toilet_seat,534,656,884,966,350,310,652.689,1559.913,410.785,630.723,1628.457,492.000,-36.182,-71.505,0.000,36.064,43.342,1.551
336,BP_To_toilet4_2_SM_To_toilet_lid,StaticMesh_SM_To_toilet_lid,534,648,883,955,349,307,652.589,1559.907,412.575,630.723,1628.457,492.000,-36.182,-71.505,0.000,35.536,42.570,2.252
336,SM_Carpet_toilet6_171_SM_Carpet_toilet,StaticMesh_SM_Carpet_toilet,449,1007,1307,1228,858,221,649.761,1613.815,370.295,630.723,1628.457,492.000,-36.182,-71.505,0.000,76.871,60.471,0.590
337,BP_To_sink5_2_SM_To_sink,StaticMesh_SM_To_sink,1260,190,1392,793,132,603,875.286,1549.423,420.327,632.047,1628.894,492.000,-35.270,-71.960,0.000,100.865,57.257,100.672
337,SM_To_towel_table_A6_141_SM_To_towel_table_A,StaticMesh_SM_To_towel_table_A,942,395,1211,514,269,119,721.539,1541.012,444.493,632.047,1628.894,492.000,-35.270,-71.960,0.000,31.393,19.562,7.334
337,SM_To_toiletpaper4_180_SM_To_toiletpaper,StaticMesh_SM_To_toiletpaper,3,476,227,644,224,168,591.858,1533.455,444.749,632.047,1628.894,492.000,-35.270,-71.960,0.000,15.311,10.369,14.408
337,BP_To_toilet4_2_SM_To_toilet,StaticMesh_SM_To_toilet,473,443,948,1150,475,707,652.641,1552.318,407.025,632.047,1628.894,492.000,-35.270,-71.960,0.000,39.409,61.626,74.231
337,BP_To_toilet4_2_SM_To_toilet_seat,StaticMesh_SM_To_toilet_seat,529,668,878,980,349,312,652.689,1559.913,410.785,632.047,1628.894,492.000,-35.270,-71.960,0.000,36.064,43.342,1.551
337,BP_To_toilet4_2_SM_To_toilet_lid,StaticMesh_SM_To_toilet_lid,529,660,876,969,347,309,652.589,1559.907,412.575,632.047,1628.894,492.000,-35.270,-71.960,0.000,35.536,42.570,2.252
337,SM_Carpet_toilet6_171_SM_Carpet_toilet,StaticMesh_SM_Carpet_toilet,438,1025,1309,1228,871,203,649.761,1613.815,370.295,632.047,1628.894,492.000,-35.270,-71.960,0.000,76.871,60.471,0.590
338,BP_To_sink5_2_SM_To_sink,StaticMesh_SM_To_sink,1264,215,1392,818,128,603,875.286,1549.423,420.327,633.365,1629.317,492.000,-33.884,-72.429,0.000,100.865,57.257,100.672
338,SM_To_towel_table_A6_141_SM_To_towel_table_A,StaticMesh_SM_To_towel_table_A,939,416,1208,534,269,118,721.539,1541.012,444.493,633.365,1629.317,492.000,-33.884,-72.429,0.000,31.393,19.562,7.334
338,SM_To_toiletpaper4_180_SM_To_toiletpaper,StaticMesh_SM_To_toiletpaper,1,494,225,659,224,165,591.858,1533.455,444.749,633.365,1629.317,492.000,-33.884,-72.429,0.000,15.311,10.369,14.408
338,BP_To_toilet4_2_SM_To_toilet,StaticMesh_SM_To_toilet,471,462,939,1177,468,715,652.641,1552.318,407.025,633.365,1629.317,492.000,-33.884,-72.429,0.000,39.409,61.626,74.231
338,BP_To_toilet4_2_SM_To_toilet_seat,StaticMesh_SM_To_toilet_seat,525,687,872,1002,347,315,652.689,1559.913,410.785,633.365,1629.317,492.000,-33.884,-72.429,0.000,36.064,43.342,1.551
338,BP_To_toilet4_2_SM_To_toilet_lid,StaticMesh_SM_To_toilet_lid,524,679,870,991,346,312,652.589,1559.907,412.575,633.365,1629.317,492.000,-33.884,-72.429,0.000,35.536,42.570,2.252
338,SM_Carpet_toilet6_171_SM_Carpet_toilet,StaticMesh_SM_Carpet_toilet,425,1051,1318,1228,893,177,649.761,1613.815,370.295,633.365,1629.317,492.000,-33.884,-72.429,0.000,76.871,60.471,0.590
339,BP_To_sink5_2_SM_To_sink,StaticMesh_SM_To_sink,1267,244,1392,847,125,603,875.286,1549.423,420.327,634.583,1629.698,492.000,-32.215,-72.877,0.000,100.865,57.257,100.672
339,SM_To_towel_table_A6_141_SM_To_towel_table_A,StaticMesh_SM_To_towel_table_A,936,440,1204,557,268,117,721.539,1541.012,444.493,634.583,1629.698,492.000,-32.215,-72.877,0.000,31.393,19.562,7.334
339,SM_To_toiletpaper4_180_SM_To_toiletpaper,StaticMesh_SM_To_toiletpaper,0,515,222,678,222,163,591.858,1533.455,444.749,634.583,1629.698,492.000,-32.215,-72.877,0.000,15.311,10.369,14.408
339,BP_To_toilet4_2_SM_To_toilet,StaticMesh_SM_To_toilet,469,486,932,1211,463,725,652.641,1552.318,407.025,634.583,1629.698,492.000,-32.215,-72.877,0.000,39.409,61.626,74.231
339,BP_To_toilet4_2_SM_To_toilet_seat,StaticMesh_SM_To_toilet_seat,520,710,868,1029,348,319,652.689,1559.913,410.785,634.583,1629.698,492.000,-32.215,-72.877,0.000,36.064,43.342,1.551
339,BP_To_toilet4_2_SM_To_toilet_lid,StaticMesh_SM_To_toilet_lid,520,702,865,1018,345,316,652.589,1559.907,412.575,634.583,1629.698,492.000,-32.215,-72.877,0.000,35.536,42.570,2.252
339,SM_Carpet_toilet6_171_SM_Carpet_toilet,StaticMesh_SM_Carpet_toilet,405,1083,1334,1228,929,145,649.761,1613.815,370.295,634.583,1629.698,492.000,-32.215,-72.877,0.000,76.871,60.471,0.590
340,BP_To_sink5_2_SM_To_sink,StaticMesh_SM_To_sink,1273,280,1392,885,119,605,875.286,1549.423,420.327,635.890,1630.094,492.000,-30.062,-73.374,0.000,100.865,57.257,100.672
340,SM_To_towel_table_A6_141_SM_To_towel_table_A,StaticMesh_SM_To_towel_table_A,933,472,1201,587,268,115,721.539,1541.012,444.493,635.890,1630.094,492.000,-30.062,-73.374,0.000,31.393,19.562,7.334
340,SM_To_toiletpaper4_180_SM_To_toiletpaper,StaticMesh_SM_To_toiletpaper,0,542,219,704,219,162,591.858,1533.455,444.749,635.890,1630.094,492.000,-30.062,-73.374,0.000,15.311,10.369,14.408
340,BP_To_toilet4_2_SM_To_toilet,StaticMesh_SM_To_toilet,467,515,925,1228,458,713,652.641,1552.318,407.025,635.890,1630.094,492.000,-30.062,-73.374,0.000,39.409,61.626,74.231
340,BP_To_toilet4_2_SM_To_toilet_seat,StaticMesh_SM_To_toilet_seat,515,740,863,1066,348,326,652.689,1559.913,410.785,635.890,1630.094,492.000,-30.062,-73.374,0.000,36.064,43.342,1.551
340,BP_To_toilet4_2_SM_To_toilet_lid,StaticMesh_SM_To_toilet_lid,515,731,861,1054,346,323,652.589,1559.907,412.575,635.890,1630.094,492.000,-30.062,-73.374,0.000,35.536,42.570,2.252
340,SM_Carpet_toilet6_171_SM_Carpet_toilet,StaticMesh_SM_Carpet_toilet,350,1126,1362,1228,1012,102,649.761,1613.815,370.295,635.890,1630.094,492.000,-30.062,-73.374,0.000,76.871,60.471,0.590
341,BP_To_sink5_2_SM_To_sink,StaticMesh_SM_To_sink,1280,316,1392,925,112,609,875.286,1549.423,420.327,637.070,1630.441,492.000,-27.838,-73.837,0.000,100.865,57.257,100.672
341,SM_To_towel_table_A6_141_SM_To_towel_table_A,StaticMesh_SM_To_towel_table_A,931,503,1198,618,267,115,721.539,1541.012,444.493,637.070,1630.441,492.000,-27.838,-73.837,0.000,31.393,19.562,7.334
341,SM_To_toiletpaper4_180_SM_To_toiletpaper,StaticMesh_SM_To_toiletpaper,0,570,217,731,217,161,591.858,1533.455,444.749,637.070,1630.441,492.000,-27.838,-73.837,0.000,15.311,10.369,14.408
341,BP_To_toilet4_2_SM_To_toilet,StaticMesh_SM_To_toilet,466,545,918,1228,452,683,652.641,1552.318,407.025,637.070,1630.441,492.000,-27.838,-73.837,0.000,39.409,61.626,74.231
341,BP_To_toilet4_2_SM_To_toilet_seat,StaticMesh_SM_To_toilet_seat,510,771,860,1106,350,335,652.689,1559.913,410.785,637.070,1630.441,492.000,-27.838,-73.837,0.000,36.064,43.342,1.551
341,BP_To_toilet4_2_SM_To_toilet_lid,StaticMesh_SM_To_toilet_lid,510,762,857,1093,347,331,652.589,1559.907,412.575,637.070,1630.441,492.000,-27.838,-73.837,0.000,35.536,42.570,2.252
341,SM_Carpet_toilet6_171_SM_Carpet_toilet,StaticMesh_SM_Carpet_toilet,283,1173,1392,1228,1109,55,649.761,1613.815,370.295,637.070,1630.441,492.000,-27.838,-73.837,0.000,76.871,60.471,0.590
342,BP_To_sink5_2_SM_To_sink,StaticMesh_SM_To_sink,1290,361,1392,978,102,617,875.286,1549.423,420.327,638.473,1630.840,492.000,-24.931,-74.407,0.000,100.865,57.257,100.672
342,SM_To_towel_table_A6_141_SM_To_towel_table_A,StaticMesh_SM_To_towel_table_A,929,544,1197,658,268,114,721.539,1541.012,444.493,638.473,1630.840,492.000,-24.931,-74.407,0.000,31.393,19.562,7.334
342,SM_To_toiletpaper4_180_SM_To_toiletpaper,StaticMesh_SM_To_toiletpaper,0,607,213,767,213,160,591.858,1533.455,444.749,638.473,1630.840,492.000,-24.931,-74.407,0.000,15.311,10.369,14.408
342,BP_To_toilet4_2_SM_To_toilet,StaticMesh_SM_To_toilet,464,584,912,1228,448,644,652.641,1552.318,407.025,638.473,1630.840,492.000,-24.931,-74.407,0.000,39.409,61.626,74.231
